,Unnamed: 0,Year,OSHPD_ID,FacilityName,County,TypeofOwnership,HospitalType,Teaching,LicensedBeds,AvailableBeds,StaffedBeds,PretaxNetIncome,OtherOperatingRev,TotalOperatingRev,TotalMargin,OperatingMargin,Location,SmallORRural
1172,1172,2014,106190680,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER-SAN PEDRO,Los Angeles,Non-Profit,Comparable,0,356,324,324,154641338,4021443.0,158662781.0,2.5%,2.6%,"SAN PEDRO, California
(33.735802, -118.291397)",0
1173,1173,2013,106381154,UCSF MEDICAL CENTER,San Francisco,Non-Profit,Comparable,1,660,660,660,2220203866,86780691.0,2306984557.0,3.8%,3.9%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
1174,1174,2013,106190878,WHITE MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,1,353,353,262,301586469,8097392.0,309683861.0,2.6%,2.7%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1175,1175,2014,106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Riverside,Non-Profit,Comparable,0,106,106,106,167440276,5613154.0,173053430.0,3.2%,3.4%,"MURRIETA, California
(33.559752, -117.220777)",0
1176,1176,2014,106430763,EL CAMINO HOSPITAL,Santa Clara,Non-Profit,Comparable,0,443,443,443,716193263,18804281.0,734997544.0,2.6%,2.6%,"MOUNTAIN VIEW, California
(37.39008, -122.08139)",0
1177,1177,2012,106300032,CHILDREN'S HOSPITAL - ORANGE COUNTY,Orange,Non-Profit,Comparable,0,238,238,238,456792066,26598035.0,483390101.0,5.5%,5.8%,"ORANGE, California
(33.791489, -117.853096)",0
1178,1178,2014,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,0,105,105,105,44918758,525892.0,45444650.0,1.2%,1.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1179,1179,2013,106190812,VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,0,350,348,196,291470957,13635517.0,305106474.0,4.5%,4.7%,"VAN NUYS, California
(34.186699, -118.448097)",0
1180,1180,2012,106150722,BAKERSFIELD MEMORIAL HOSPITAL,Kern,Non-Profit,Comparable,0,418,395,395,281130078,5475193.0,286605271.0,1.9%,1.9%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
1181,1181,2013,106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK,Contra Costa,Non-Profit,Comparable,0,572,399,233,737335615,59915120.0,797250735.0,7.5%,8.1%,"WALNUT CREEK, California
(37.901763, -122.061921)",0
1182,1182,2012,106500939,MEMORIAL HOSPITAL - MODESTO,Stanislaus,Non-Profit,Comparable,0,423,423,423,562454380,12079177.0,574533557.0,2.1%,2.1%,"MODESTO, California
(37.640735, -121.002435)",0
1183,1183,2014,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,0,153,153,153,93811785,1367988.0,95179773.0,1.4%,1.5%,"SHERMAN OAKS, California
(34.1511, -118.448303)",0
1184,1184,2013,106364144,DESERT VALLEY HOSPITAL,San Bernardino,Investor,Comparable,0,148,148,148,116679279,1943187.0,118622466.0,1.6%,1.7%,"VICTORVILLE, California
(34.5121, -117.323632)",0
1185,1185,2012,106010735,ALAMEDA HOSPITAL,Alameda,Non-Profit,Comparable,0,281,236,236,66846300,329035.0,67175335.0,0.5%,0.5%,"ALAMEDA, California
(37.765336, -122.241873)",0
1186,1186,2012,106194010,AMERICAN RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,0,156,156,156,5207879,18489.0,5226368.0,0.4%,0.4%,"POMONA, California
(34.055118, -117.750048)",0
1187,1187,2013,106361266,MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,District,Comparable,0,37,37,30,13510387,370848.0,13881235.0,2.7%,2.7%,"LAKE ARROWHEAD, California
(34.251974, -117.181983)",1
1188,1188,2012,106504038,STANISLAUS SURGICAL HOSPITAL,Stanislaus,Investor,Comparable,0,23,23,23,31433954,389554.0,31823508.0,1.2%,1.2%,"MODESTO, California
(37.640735, -121.002435)",0
1189,1189,2014,106190315,GARFIELD MEDICAL CENTER,Los Angeles,Investor,Comparable,0,210,210,210,226025993,6974638.0,233000631.0,3%,3.1%,"MONTEREY PARK, California
(34.062407, -118.127542)",0
1190,1190,2013,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,Non-Profit,Comparable,0,347,329,318,201668398,4660217.0,206328615.0,2.3%,2.3%,"SAN BERNARDINO, California
(34.108323, -117.29415)",0
1191,1191,2014,106392287,DOCTORS HOSPITAL OF MANTECA,San Joaquin,Investor,Comparable,0,73,73,41,86771729,1686144.0,88457873.0,1.9%,1.9%,"MANTECA, California
(37.802408, -121.221302)",0
1192,1192,2014,106190400,HUNTINGTON MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,0,548,548,305,514346443,24576089.0,538922532.0,4.6%,4.8%,"PASADENA, California
(34.14955, -118.141452)",0
1193,1193,2012,106204019,CHILDREN'S HOSPITAL - CENTRAL CALIFORNIA,Madera,Non-Profit,Comparable,0,348,348,220,471867944,13115803.0,484983747.0,2.7%,2.8%,"MADERA, California
(36.961961, -120.059585)",0
1194,1194,2012,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,Investor,Comparable,0,164,164,60,131222624,562460.0,131785084.0,0.4%,0.4%,"SAN LUIS OBISPO, California
(35.282619, -120.660014)",0
1195,1195,2014,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,319,255,255,313128279,17316063.0,330444342.0,5.2%,5.5%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1196,1196,2012,106400683,ATASCADERO STATE HOSPITAL,San Luis Obispo,State,State Hospitals,0,1275,1275,1069,477476871,0.0,477476871.0,0%,0%,"ATASCADERO, California
(35.480769, -120.666437)",0
1197,1197,2013,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,Contra Costa,Investor,Comparable,0,189,189,64,107333998,4260370.0,111594368.0,3.8%,4%,"SAN PABLO, California
(37.960632, -122.34148)",0
1198,1198,2013,106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Los Angeles,Investor,Comparable,0,579,440,440,199880528,2896306.0,202776834.0,1.4%,1.4%,"HOLLYWOOD, California
(34.098301, -118.325798)",0
1199,1199,2014,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,0,76,76,54,21212046,137974.0,21350020.0,0.6%,0.7%,"PORTOLA, California
(39.812099, -120.464742)",1
1200,1200,2012,106331312,RIVERSIDE COMMUNITY HOSPITAL,Riverside,Investor,Comparable,0,372,345,345,376406736,4864027.0,381270763.0,1.3%,1.3%,"RIVERSIDE, California
(33.980534, -117.377025)",0
1201,1201,2014,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,377,377,315,416966036,7016376.0,423982412.0,1.7%,1.7%,"MISSION HILLS, California
(32.7528, -117.186096)",0
1202,1202,2013,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,1,462,462,293,543115917,5078102.0,548194019.0,0.9%,0.9%,"LONG BEACH, California
(33.767168, -118.193723)",0
1203,1203,2014,106331288,PALO VERDE HOSPITAL,Riverside,District,Comparable,0,51,42,31,22817754,743478.0,23561232.0,3.2%,3.3%,"BLYTHE, California
(33.610437, -114.596827)",1
1204,1204,2012,106370782,UNIVERSITY OF CALIFORNIA - SAN DIEGO MEDICAL CENTER,San Diego,Non-Profit,Comparable,1,565,559,559,1131323302,111281366.0,1242604668.0,9%,9.8%,"SAN DIEGO, California
(32.71576, -117.163817)",0
1205,1205,2013,106444012,SUTTER MATERNITY & SURGERY CENTER,Santa Cruz,Non-Profit,Comparable,0,30,30,12,71373162,1648435.0,73021597.0,2.3%,2.3%,"SANTA CRUZ, California
(36.97414, -122.028795)",0
1206,1206,2013,106160702,CORCORAN DISTRICT HOSPITAL,Kings,District,Comparable,0,32,32,9,893404,39292.0,932696.0,4.2%,4.4%,"CORCORAN, California
(36.098048, -119.559687)",1
1207,1207,2013,106204019,CHILDREN'S HOSPITAL - CENTRAL CALIFORNIA,Madera,Non-Profit,Comparable,0,356,341,216,505028293,19088437.0,524116730.0,3.6%,3.8%,"MADERA, California
(36.961961, -120.059585)",0
1208,1208,2014,106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,Los Angeles,Non-Profit,Comparable,0,266,234,234,304579724,12829149.0,317408873.0,4%,4.2%,"SANTA MONICA, California
(34.010932, -118.491512)",0
1209,1209,2014,106560525,SIMI VALLEY HOSPITAL & HEALTH SERVICES - SYCAMORE,Ventura,Non-Profit,Comparable,0,188,144,144,120000592,717904.0,120718496.0,0.6%,0.6%,"SIMI VALLEY, California
(34.286321, -118.712804)",0
1210,1210,2012,106070988,JOHN MUIR MEDICAL CTR-WALNUT CREEK,Contra Costa,Non-Profit,Comparable,0,572,399,236,702844691,70129803.0,772974494.0,9.1%,10%,"WALNUT CREEK, California
(37.901763, -122.061921)",0
1211,1211,2013,106034002,SUTTER AMADOR HOSPITAL,Amador,Non-Profit,Comparable,0,52,52,23,61030725,818359.0,61849084.0,1.3%,1.3%,"JACKSON, California
(38.347604, -120.772295)",1
1212,1212,2013,106231013,MENDOCINO COAST DISTRICT HOSPITAL,Mendocino,District,Comparable,0,25,25,17,43113099,813624.0,43926723.0,1.9%,1.9%,"FORT BRAGG, California
(39.445486, -123.804543)",1
1213,1213,2013,106190784,TEMPLE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,0,170,170,130,43144789,245023.0,43389812.0,0.6%,0.6%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1214,1214,2014,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,172,172,115,188597238,2372115.0,190969353.0,1.2%,1.3%,"LAKEWOOD, California
(33.850448, -118.133773)",0
1215,1215,2013,106361339,ST. BERNARDINE MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,0,463,342,342,323434939,3281732.0,326716671.0,1%,1%,"SAN BERNARDINO, California
(34.108323, -117.29415)",0
1216,1216,2013,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,0,223,223,223,201355347,-360730.0,200994617.0,-0.2%,-0.2%,"ANAHEIM, California
(33.834492, -117.915638)",0
1217,1217,2014,106301155,COLLEGE HOSPITAL COSTA MESA,Orange,Investor,Comparable,0,122,122,112,73012526,878140.0,73890666.0,1.2%,1.2%,"COSTA MESA, California
(33.663857, -117.904765)",0
1218,1218,2014,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,0,127,127,127,57355358,1004606.0,58359964.0,1.7%,1.8%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1219,1219,2014,106010776,CHILDREN'S HOSPITAL AND RESEARCH CENTER OF OAKLAND,Alameda,Non-Profit,Comparable,0,190,190,190,422386582,66060000.0,488446582.0,13.5%,15.6%,"OAKLAND, California
(37.804828, -122.27248)",0
1220,1220,2013,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,Non-Profit,Comparable,0,73,70,70,32445420,479351.0,32924771.0,1.5%,1.5%,"CONCORD, California
(37.979103, -122.031333)",0
1221,1221,2014,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,0,459,455,359,523547129,3602424.0,527149553.0,0.7%,0.7%,"MODESTO, California
(37.640735, -121.002435)",0
1222,1222,2013,106571086,WOODLAND MEMORIAL HOSPITAL,Yolo,Non-Profit,Comparable,0,108,108,108,129152355,13608000.0,142760355.0,9.5%,10.5%,"WOODLAND, California
(38.677493, -121.774715)",0
1223,1223,2013,106414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,Investor,Comparable,0,16,16,12,21509573,556232.0,22065805.0,2.5%,2.6%,"MENLO PARK, California
(37.453629, -122.18296)",0
1224,1224,2014,106190148,CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,369,369,197,265005563,3067894.0,268073457.0,1.1%,1.2%,"INGLEWOOD, California
(33.961767, -118.353336)",0
1225,1225,2014,106210993,KENTFIELD REHABILITATION HOSPITAL,Marin,Investor,Comparable,0,60,60,49,38546384,1331359.0,39877743.0,3.3%,3.5%,"KENTFIELD, California
(37.956815, -122.549121)",0
1226,1226,2013,106531059,TRINITY HOSPITAL,Trinity,District,Comparable,0,51,51,40,11746248,1321387.0,13067635.0,10.1%,11.2%,"WEAVERVILLE, California
(40.732757, -122.940515)",1
1227,1227,2014,106481357,NORTHBAY MEDICAL CENTER,Solano,Non-Profit,Comparable,0,190,190,190,359639355,64056364.0,423695719.0,15.1%,17.8%,"FAIRFIELD, California
(38.251488, -122.049851)",0
1228,1228,2013,106490919,SUTTER MEDICAL CENTER - SANTA ROSA,Sonoma,Non-Profit,Comparable,0,135,135,115,164352522,1843324.0,166195846.0,1.1%,1.1%,"SANTA ROSA, California
(38.439698, -122.715642)",0
1229,1229,2013,106560525,SIMI VALLEY HOSPITAL & HEALTH SERVICES - SYCAMORE,Ventura,Non-Profit,Comparable,0,188,144,144,107991170,467919.0,108459089.0,0.4%,0.4%,"SIMI VALLEY, California
(34.286321, -118.712804)",0
1230,1230,2014,106504081,TELECARE STANISLAUS COUNTY PHF,Stanislaus,Investor,Psychiatric Health Facilities,0,16,16,16,3435017,16.0,3435033.0,0%,0%,"CERES, California
(37.593215, -120.955691)",0
1231,1231,2013,106190184,COLLEGE HOSPITAL,Los Angeles,Investor,Comparable,0,187,187,187,65185343,9525.0,65194868.0,0%,0%,"CERRITOS, California
(33.865783, -118.066366)",0
1232,1232,2013,106540734,KAWEAH DELTA MEDICAL CENTER,Tulare,District,Comparable,0,581,576,412,427269127,28690374.0,455959501.0,6.3%,6.7%,"VISALIA, California
(36.33012, -119.29888)",0
1233,1233,2013,106331312,RIVERSIDE COMMUNITY HOSPITAL,Riverside,Investor,Comparable,0,372,345,0,411740358,5199911.0,416940269.0,1.2%,1.3%,"RIVERSIDE, California
(33.980534, -117.377025)",0
1234,1234,2013,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,0,80,80,66,23543957,32616.0,23576573.0,0.1%,0.1%,"SAN DIEGO, California
(32.71576, -117.163817)",0
1235,1235,2014,106104089,CRESTWOOD PHF - FRESNO,Fresno,Investor,Psychiatric Health Facilities,0,16,16,16,0,3677334.0,3677334.0,100%,0%,"FRESNO, California
(36.731654, -119.785856)",0
1236,1236,2014,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,0,126,126,126,95660560,1061351.0,96721911.0,1.1%,1.1%,"CHINO, California
(34.010971, -117.689239)",0
1237,1237,2012,106440755,DOMINICAN HOSPITAL - SANTA CRUZ/SOQUEL,Santa Cruz,Non-Profit,Comparable,0,288,247,247,320025053,5309330.0,325334383.0,1.6%,1.7%,"SANTA CRUZ, California
(36.97414, -122.028795)",0
1238,1238,2012,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,0,55,55,55,26288883,122133.0,26411016.0,0.5%,0.5%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1239,1239,2012,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,Non-Profit,Comparable,0,347,329,318,158850296,4932650.0,163782946.0,3%,3.1%,"SAN BERNARDINO, California
(34.108323, -117.29415)",0
1240,1240,2013,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,0,25,25,25,37380144,182990.0,37563134.0,0.5%,0.5%,"SUSANVILLE, California
(40.415483, -120.648932)",1
1241,1241,2013,106364050,CANYON RIDGE HOSPITAL,San Bernardino,Investor,Comparable,0,106,106,95,22989910,12800.0,23002710.0,0.1%,0.1%,"CHINO, California
(34.010971, -117.689239)",0
1242,1242,2014,106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Riverside,Investor,Comparable,0,252,252,252,231717050,5293622.0,237010672.0,2.2%,2.3%,"MURRIETA, California
(33.559752, -117.220777)",0
1243,1243,2012,106314029,TELECARE - PLACER COUNTY PHF,Placer,Investor,Psychiatric Health Facilities,0,16,16,16,2683185,0.0,2683185.0,0%,0%,"ROSEVILLE, California
(38.74806, -121.285202)",0
1244,1244,2013,106190045,CATALINA ISLAND MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,12,12,12,6570740,676853.0,7247593.0,9.3%,10.3%,"AVALON, California
(33.343548, -118.32219)",1
1245,1245,2013,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,0,298,277,265,402779173,5713501.0,408492674.0,1.4%,1.4%,"CHICO, California
(39.728956, -121.838779)",0
1246,1246,2013,106190552,MOTION PICTURE & TELEVISION HOSPITAL,Los Angeles,Non-Profit,Comparable,0,405,380,206,49271949,33892508.0,83164457.0,40.8%,68.8%,"WOODLAND HILLS, California
(34.168301, -118.605003)",0
1247,1247,2012,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,319,243,225,280121217,15660804.0,295782021.0,5.3%,5.6%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1248,1248,2012,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,0,54,52,31,103677588,2770502.0,106448090.0,2.6%,2.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
1249,1249,2013,106374094,VIBRA HOSPITAL OF SAN DIEGO,San Diego,Investor,Comparable,0,110,100,100,44752151,355186.0,45107337.0,0.8%,0.8%,"SAN DIEGO, California
(32.71576, -117.163817)",0
1250,1250,2013,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,0,117,117,117,52409326,743867.0,53153193.0,1.4%,1.4%,"SOUTH EL MONTE, California
(34.043996, -118.046258)",0
1251,1251,2012,106304079,HEALTHSOUTH TUSTIN REHAB HOSPITAL,Orange,Investor,Comparable,0,48,48,41,23456519,32327.0,23488846.0,0.1%,0.1%,"TUSTIN, California
(33.742072, -117.818805)",0
1252,1252,2014,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,Butte,Non-Profit,Comparable,0,45,45,31,19326399,1062119.0,20388518.0,5.2%,5.5%,"GRIDLEY, California
(39.363578, -121.696463)",1
1253,1253,2013,106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,Riverside,City/County,Comparable,1,439,439,439,378171747,8840493.0,387012240.0,2.3%,2.3%,"MORENO VALLEY, California
(33.917114, -117.261144)",0
1254,1254,2012,106380964,CALIFORNIA PACIFIC MEDICAL CENTER-ST LUKES CAMPUS,San Francisco,Non-Profit,Comparable,0,220,166,166,115849000,2298920.0,118147920.0,1.9%,2%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
1255,1255,2014,106380964,CALIFORNIA PACIFIC MEDICAL CENTER-ST LUKES CAMPUS,San Francisco,Non-Profit,Comparable,0,228,228,108,93442082,1778248.0,95220330.0,1.9%,1.9%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
1256,1256,2013,106470871,MERCY HOSPITAL - MT. SHASTA,Siskiyou,Non-Profit,Comparable,0,33,25,25,51408653,1516268.0,52924921.0,2.9%,2.9%,"MOUNT SHASTA, California
(41.313274, -122.312285)",1
1257,1257,2013,106270744,COMMUNITY HOSPITAL OF MONTEREY PENINSULA,Monterey,Non-Profit,Comparable,0,259,209,209,406054541,23529649.0,429584190.0,5.5%,5.8%,"MONTEREY, California
(36.596808, -121.897127)",0
1258,1258,2013,106105051,COALINGA STATE HOSPITAL,Fresno,State,State Hospitals,0,1500,1152,1114,325151087,0.0,325151087.0,0%,0%,"COALINGA, California
(36.139801, -120.360264)",0
1259,1259,2014,106190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,0,101,101,101,60188132,1060985.0,61249117.0,1.7%,1.8%,"SAN DIMAS, California
(34.106678, -117.802753)",0
1260,1260,2012,106010776,CHILDREN'S HOSPITAL AND RESEARCH CENTER OF OAKLAND,Alameda,Non-Profit,Comparable,0,190,190,190,401705741,84018000.0,485723741.0,17.3%,20.9%,"OAKLAND, California
(37.804828, -122.27248)",0
1261,1261,2013,106190712,SHRINERS HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Shriners Hospitals,0,60,60,60,0,104027.0,104027.0,100%,0%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1262,1262,2013,106331326,SAN GORGONIO MEMORIAL HOSPITAL,Riverside,District,Comparable,0,71,71,71,45992517,8153895.0,54146412.0,15.1%,17.7%,"BANNING, California
(33.925467, -116.876725)",1
1263,1263,2014,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,San Bernardino,Investor,Comparable,0,101,101,101,83299909,2852687.0,86152596.0,3.3%,3.4%,"VICTORVILLE, California
(34.5121, -117.323632)",1
1264,1264,2012,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,0,223,223,223,195981854,4800831.0,200782685.0,2.4%,2.4%,"ANAHEIM, California
(33.834492, -117.915638)",0
1265,1265,2013,106301340,ST. JOSEPH HOSPITAL - ORANGE,Orange,Non-Profit,Comparable,0,491,379,379,528989209,51903460.0,580892669.0,8.9%,9.8%,"ORANGE, California
(33.791489, -117.853096)",0
1266,1266,2014,106391010,SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,City/County,Comparable,1,196,181,169,213014412,19349840.0,232364252.0,8.3%,9.1%,"FRENCH CAMP, California
(37.885226, -121.271517)",0
1267,1267,2014,106390846,DAMERON HOSPITAL,San Joaquin,Non-Profit,Comparable,0,202,202,84,164003428,1576045.0,165579473.0,1%,1%,"STOCKTON, California
(37.957541, -121.292451)",0
1268,1268,2012,106344017,SUTTER CENTER FOR PSYCHIATRY,Sacramento,Non-Profit,Comparable,0,73,73,73,24403505,40272.0,24443777.0,0.2%,0.2%,"SACRAMENTO, California
(38.582087, -121.50012)",0
1269,1269,2012,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,0,158,158,121,236813366,1553282.0,238366648.0,0.7%,0.7%,"ENCINITAS, California
(33.044805, -117.292447)",0
1270,1270,2013,106084001,SUTTER COAST HOSPITAL,Del Norte,Non-Profit,Comparable,0,49,49,49,63310014,989320.0,64299334.0,1.5%,1.6%,"CRESCENT CITY, California
(41.754772, -124.204373)",1
1271,1271,2014,106434220,CRESTWOOD PHF - SAN JOSE,Santa Clara,Investor,Psychiatric Health Facilities,0,16,16,16,4358930,702418.0,5061348.0,13.9%,16.1%,"SAN JOSE, California
(37.334807, -121.888128)",0
1272,1272,2013,106420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,1,510,355,258,570877598,11456518.0,582334116.0,2%,2%,"SANTA BARBARA, California
(34.420867, -119.698342)",0
1273,1273,2013,106110889,GLENN MEDICAL CENTER,Glenn,Non-Profit,Comparable,0,47,15,15,14254410,646835.0,14901245.0,4.3%,4.5%,"WILLOWS, California
(39.520518, -122.198176)",1
1274,1274,2012,106190170,CHILDREN'S HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Comparable,1,603,347,347,634562353,202943349.0,837505702.0,24.2%,32%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1275,1275,2012,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,0,89,89,89,28533935,5147625.0,33681560.0,15.3%,18%,"REDLANDS, California
(34.055562, -117.182603)",0
1276,1276,2014,106244027,MARIE GREEN PSYCHIATRIC CENTER -PHF,Merced,City/County,Psychiatric Health Facilities,0,16,16,16,5264329,0.0,5264329.0,0%,0%,"MERCED, California
(37.306968, -120.481971)",0
1277,1277,2014,106190500,MARINA DEL REY HOSPITAL,Los Angeles,Non-Profit,Comparable,0,90,90,41,93575608,2021261.0,95596869.0,2.1%,2.2%,"MARINA DEL REY, California
(33.98384, -118.451422)",0
1278,1278,2013,106334018,MENIFEE VALLEY MEDICAL CENTER,Riverside,District,Comparable,0,84,84,48,38918902,456082.0,39374984.0,1.2%,1.2%,"SUN CITY, California
(33.709202, -117.196404)",0
1279,1279,2012,106190017,ALHAMBRA HOSPITAL - ALHAMBRA,Los Angeles,Investor,Comparable,0,144,144,144,80719860,1817818.0,82537678.0,2.2%,2.3%,"ALHAMBRA, California
(34.095162, -118.126842)",0
1280,1280,2014,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,0,55,55,55,25567752,696431.0,26264183.0,2.7%,2.7%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1281,1281,2014,106196405,PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,157,102,102,129746305,694368.0,130440673.0,0.5%,0.5%,"PALMDALE, California
(34.576469, -118.116103)",0
1282,1282,2013,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,0,238,232,145,254750734,8885759.0,263636493.0,3.4%,3.5%,"VALENCIA, California
(34.389444, -118.564722)",0
1283,1283,2014,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,144,144,144,107574937,5081504.0,112656441.0,4.5%,4.7%,"ALHAMBRA, California
(34.095162, -118.126842)",0
1284,1284,2013,106190328,EAST VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,128,128,28,18672317,1883756.0,20556073.0,9.2%,10.1%,"GLENDORA, California
(34.136001, -117.865485)",0
1285,1285,2014,106100005,COMMUNITY MEDICAL CENTER - CLOVIS,Fresno,Non-Profit,Comparable,0,208,208,146,246837460,4091013.0,250928473.0,1.6%,1.7%,"CLOVIS, California
(36.823982, -119.696376)",0
1286,1286,2013,106444013,WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,Investor,Comparable,0,106,106,92,127610981,186696.0,127797677.0,0.1%,0.1%,"WATSONVILLE, California
(36.910233, -121.756873)",0
1287,1287,2012,106190392,GOOD SAMARITAN HOSPITAL - LA,Los Angeles,Non-Profit,Comparable,0,408,313,180,283208669,7743150.0,290951819.0,2.7%,2.7%,"LOS ANGELES, California
(34.052238, -118.243344)",0
1288,1288,2014,106281078,ST. HELENA HOSPITAL,Napa,Non-Profit,Comparable,0,151,116,58,175265449,5680462.0,180945911.0,3.1%,3.2%,"ST. HELENA, California
(38.50523, -122.470341)",0
1289,1289,2013,106196405,PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,157,157,157,121593644,734221.0,122327865.0,0.6%,0.6%,"PALMDALE, California
(34.576469, -118.116103)",0
1290,1290,2013,106334457,OASIS PHF,Riverside,Investor,Psychiatric Health Facilities,0,16,16,16,3497296,0.0,3497296.0,0%,0%,"INDIO, California
(33.718649, -116.218182)",0
1291,1291,2013,106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,Investor,Comparable,0,81,81,81,42450973,567344.0,43018317.0,1.3%,1.3%,"HUNTINGTON PARK, California
(33.979272, -118.219087)",0
1292,1292,2013,106540816,TULARE REGIONAL MEDICAL CENTER,Tulare,District,Comparable,0,112,103,103,59329695,2303624.0,61633319.0,3.7%,3.9%,"TULARE, California
(36.196549, -119.343523)",0
1293,1293,2013,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,0,76,75,48,18203873,66219.0,18270092.0,0.4%,0.4%,"PORTOLA, California
(39.812099, -120.464742)",1
